grau,nome,cidade,código,conceito,situação,siglaIes,modalidade,idPrograma,idModalidade,programaEmRede,idAreaAvaliacao,nomeAreaAvaliacao,idAreaConhecimento,nomeAreaConhecimento,idModalidadeEnsino,nomeModalidadeEnsino,idGrandeAreaConhecimento,nomeGrandeAreaConhecimento
Mestrado/Doutorado,ENGENHARIA E CIÊNCIA DE ALIMENTOS,Itapetinga,28006011004P6,4,EM FUNCIONAMENTO,UESB,ACADÊMICO,202628,1,0,25,CIÊNCIA DE ALIMENTOS,262,ENGENHARIA DE ALIMENTOS,1,Educação Presencial,5,CIÊNCIAS AGRÁRIAS
Mestrado/Doutorado,ANTROPOLOGIA,Salvador,28001010058P0,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,202655,1,0,35,ANTROPOLOGIA / ARQUEOLOGIA,70,ANTROPOLOGIA,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado,Ciências Farmacêuticas,Feira de Santana,28002016018P1,3,EM FUNCIONAMENTO,UEFS,ACADÊMICO,205307,1,0,19,FARMÁCIA,53,FARMÁCIA,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Doutorado,ENERGIA E AMBIENTE,Salvador,28001010053P9,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,202495,1,0,45,INTERDISCIPLINAR,429,"ENGENHARIA, TECNOLOGIA E GESTÃO",1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado,CONTABILIDADE,Salvador,28001010063P4,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,202867,1,0,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",365,CIÊNCIAS CONTÁBEIS,1,Educação Presencial,6,CIÊNCIAS SOCIAIS APLICADAS
Mestrado/Doutorado,ENGENHARIA INDUSTRIAL,Salvador,28001010062P8,5,EM FUNCIONAMENTO,UFBA,ACADÊMICO,202866,1,0,13,ENGENHARIAS III,35,ENGENHARIA DE PRODUÇÃO,1,Educação Presencial,3,ENGENHARIAS
Mestrado,HISTÓRIA,Feira de Santana,28002016009P2,3,EM FUNCIONAMENTO,UEFS,ACADÊMICO,203304,1,0,40,HISTÓRIA,72,HISTÓRIA,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado/Doutorado,RECURSOS GENÉTICOS VEGETAIS,Feira de Santana,28002016010P0,4,EM FUNCIONAMENTO,UEFS,ACADÊMICO,203558,1,0,42,CIÊNCIAS AGRÁRIAS I,60,AGRONOMIA,1,Educação Presencial,5,CIÊNCIAS AGRÁRIAS
Doutorado,DIFUSÃO DO CONHECIMENTO IFBA - SENAI/CIMATEC - LNCC - UNEB - UEFS,Salvador,28001010064P0,5,EM FUNCIONAMENTO,UFBA,ACADÊMICO,203573,1,1,45,INTERDISCIPLINAR,428,"SOCIAIS, CULTURAS E HUMANIDADES",1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado/Doutorado,BIOSSISTEMAS,Ilhéus,29007003005P6,4,EM FUNCIONAMENTO,UFSB,ACADÊMICO,208970,1,0,49,CIÊNCIAS AMBIENTAIS,1352,CIÊNCIAS AMBIENTAIS,1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado,Ecologia e evolução,Feira de Santana,28002016011P7,3,EM FUNCIONAMENTO,UEFS,ACADÊMICO,203746,1,0,7,BIODIVERSIDADE,17,ECOLOGIA,1,Educação Presencial,2,CIÊNCIAS BIOLÓGICAS
Mestrado/Doutorado,BIOLOGIA E BIOTECNOLOGIA DE MICRORGANISMOS,ilhéus,28007018008P8,4,EM FUNCIONAMENTO,UESC,ACADÊMICO,203753,1,0,48,BIOTECNOLOGIA,85,BIOTECNOLOGIA,1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado/Doutorado,BIOTECNOLOGIA EM SAÚDE E MEDICINA INVESTIGATIVA,Salvador,28025016001P4,6,EM FUNCIONAMENTO,FIOCRUZ-CPqGM,ACADÊMICO,203810,1,0,16,MEDICINA II,271,ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado Profissional,GESTÃO E TECNOLOGIA INDUSTRIAL - GETEC,Salvador,28023013001P1,5,EM FUNCIONAMENTO,SENAI CIMATEC,PROFISSIONAL,203801,2,0,45,INTERDISCIPLINAR,429,"ENGENHARIA, TECNOLOGIA E GESTÃO",1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado Profissional,ENGENHARIA INDUSTRIAL,Salvador,28001010071P7,4,EM FUNCIONAMENTO,UFBA,PROFISSIONAL,204176,2,0,13,ENGENHARIAS III,35,ENGENHARIA DE PRODUÇÃO,1,Educação Presencial,3,ENGENHARIAS
Mestrado/Doutorado,PROCESSOS INTERATIVOS DOS ÓRGÃOS E SISTEMAS,Salvador,28001010075P2,5,EM FUNCIONAMENTO,UFBA,ACADÊMICO,204218,1,0,45,INTERDISCIPLINAR,430,SAÚDE E BIOLÓGICAS,1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado/Doutorado,CRÍTICA CULTURAL,Alagoinhas ,28005015008P5,5,EM FUNCIONAMENTO,UNEB,ACADÊMICO,204224,1,0,41,LINGUíSTICA E LITERATURA,90,LETRAS,1,Educação Presencial,8,"LINGÜÍSTICA, LETRAS E ARTES"
Mestrado/Doutorado,FARMÁCIA,Salvador,28001010067P0,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,204050,1,0,19,FARMÁCIA,53,FARMÁCIA,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado,Ciências Sociais,Cachoeira,28022017005P0,4,EM FUNCIONAMENTO,UFRB,ACADÊMICO,204250,1,0,34,SOCIOLOGIA,69,SOCIOLOGIA,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado,ESTUDOS TERRITORIAIS,salvador,28005015074P8,3,EM FUNCIONAMENTO,UNEB,ACADÊMICO,207832,1,0,36,GEOGRAFIA,73,GEOGRAFIA,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado/Doutorado,LÍNGUA E CULTURA,Salvador,28001010078P1,5,EM FUNCIONAMENTO,UFBA,ACADÊMICO,204344,1,0,41,LINGUíSTICA E LITERATURA,90,LETRAS,1,Educação Presencial,8,"LINGÜÍSTICA, LETRAS E ARTES"
Mestrado/Doutorado,LITERATURA E CULTURA,Salvador,28001010079P8,5,EM FUNCIONAMENTO,UFBA,ACADÊMICO,204345,1,0,41,LINGUíSTICA E LITERATURA,90,LETRAS,1,Educação Presencial,8,"LINGÜÍSTICA, LETRAS E ARTES"
Mestrado Profissional,"DIREITO, GOVERNANÇA E POLÍTICAS PÚBLICAS",Salvador,28013018062P9,4,EM FUNCIONAMENTO,UNIFACS,PROFISSIONAL,206440,2,0,45,INTERDISCIPLINAR,428,"SOCIAIS, CULTURAS E HUMANIDADES",1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado/Doutorado,Biodiversidade e Evolução,Salvador,28001010065P7,5,EM FUNCIONAMENTO,UFBA,ACADÊMICO,203574,1,0,7,BIODIVERSIDADE,16,ZOOLOGIA,1,Educação Presencial,2,CIÊNCIAS BIOLÓGICAS
Mestrado/Doutorado,Estudos Interdisciplinares sobre a Universidade,Salvador,28001010083P5,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,204472,1,0,45,INTERDISCIPLINAR,428,"SOCIAIS, CULTURAS E HUMANIDADES",1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado Profissional,Gestão de Políticas Públicas,Cruz das Almas,28022017008P0,4,EM FUNCIONAMENTO,UFRB,PROFISSIONAL,204485,2,0,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,443,POLÍTICAS PÚBLICAS,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado Profissional,Gestão e Tecnologias Aplicadas à Educação,salvador,28005015011P6,4,EM FUNCIONAMENTO,UNEB,PROFISSIONAL,204476,2,0,38,EDUCAÇÃO,86,EDUCAÇÃO,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado,HISTÓRIA,salvador,28005015070P2,3,EM FUNCIONAMENTO,UNEB,ACADÊMICO,206508,1,0,40,HISTÓRIA,72,HISTÓRIA,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado,Zootecnia,Cruz das Almas,28022017004P4,4,EM FUNCIONAMENTO,UFRB,ACADÊMICO,203777,1,1,23,ZOOTECNIA / RECURSOS PESQUEIROS,46,ZOOTECNIA,1,Educação Presencial,5,CIÊNCIAS AGRÁRIAS
Mestrado Profissional,"Segurança Pública, Justiça e Cidadania",Salvador,28001010085P8,3,EM FUNCIONAMENTO,UFBA,PROFISSIONAL,204610,2,0,45,INTERDISCIPLINAR,428,"SOCIAIS, CULTURAS E HUMANIDADES",1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado/Doutorado,EDUCAÇÃO,Feira de Santana,28002016015P2,4,EM FUNCIONAMENTO,UEFS,ACADÊMICO,204709,1,0,38,EDUCAÇÃO,86,EDUCAÇÃO,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado/Doutorado,Zootecnia,salvador,28001010088P7,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,204714,1,0,23,ZOOTECNIA / RECURSOS PESQUEIROS,46,ZOOTECNIA,1,Educação Presencial,5,CIÊNCIAS AGRÁRIAS
Mestrado Profissional,DESENVOLVIMENTO SUSTENTÁVEL,salvador,28023013066P6,4,EM FUNCIONAMENTO,SENAI CIMATEC,PROFISSIONAL,208679,2,0,4,QUÍMICA,29,QUÍMICA,1,Educação Presencial,1,CIÊNCIAS EXATAS E DA TERRA
Mestrado Profissional,INTERVENÇÃO EDUCATIVA E SOCIAL,salvador,28005015072P5,4,EM FUNCIONAMENTO,UNEB,PROFISSIONAL,207628,2,0,45,INTERDISCIPLINAR,428,"SOCIAIS, CULTURAS E HUMANIDADES",1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado,DIREITO,salvador,28003012007P6,3,EM FUNCIONAMENTO,UCSAL,ACADÊMICO,207994,1,0,26,DIREITO,50,DIREITO,1,Educação Presencial,6,CIÊNCIAS SOCIAIS APLICADAS
Mestrado,MICROBIOLOGIA,salvador,28001010171P1,3,EM FUNCIONAMENTO,UFBA,ACADÊMICO,206784,1,0,9,CIÊNCIAS BIOLÓGICAS III,24,MICROBIOLOGIA,1,Educação Presencial,2,CIÊNCIAS BIOLÓGICAS
Mestrado/Doutorado,Relações Étnicas e Contemporaneidade,Jequié,28006011015P8,4,EM FUNCIONAMENTO,UESB,ACADÊMICO,205814,1,0,45,INTERDISCIPLINAR,428,"SOCIAIS, CULTURAS E HUMANIDADES",1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado Profissional,PSICOLOGIA DA SAÚDE,Vitória da conquista,28001010173P4,3,EM FUNCIONAMENTO,UFBA,PROFISSIONAL,207903,2,0,37,PSICOLOGIA,74,PSICOLOGIA,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado Profissional,DANÇA,salvador,28001010174P0,3,EM FUNCIONAMENTO,UFBA,PROFISSIONAL,207904,2,0,11,ARTES,468,DANÇA,1,Educação Presencial,8,"LINGÜÍSTICA, LETRAS E ARTES"
Mestrado,ARTES,Porto Seguro,29007003009P1,A,EM FUNCIONAMENTO,UFSB,ACADÊMICO,210311,1,0,11,ARTES,91,ARTES,1,Educação Presencial,8,"LINGÜÍSTICA, LETRAS E ARTES"
Mestrado,Política Social e Territórios,Cachoeira,28022017015P6,3,EM FUNCIONAMENTO,UFRB,ACADÊMICO,207984,1,0,32,SERVIÇO SOCIAL,64,SERVIÇO SOCIAL,1,Educação Presencial,6,CIÊNCIAS SOCIAIS APLICADAS
Mestrado,Química,ilhéus,28007018019P0,3,EM FUNCIONAMENTO,UESC,ACADÊMICO,205345,1,0,4,QUÍMICA,29,QUÍMICA,1,Educação Presencial,1,CIÊNCIAS EXATAS E DA TERRA
Mestrado,"Educação, Cultura e Territórios Semiáridos",juazeiro,28005015013P9,3,EM FUNCIONAMENTO,UNEB,ACADÊMICO,205340,1,0,46,ENSINO,81,ENSINO,1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado/Doutorado,ESTATÍSTICA E CIÊNCIA DE DADOS,salvador,28001010178P6,A,EM FUNCIONAMENTO,UFBA,ACADÊMICO,210449,1,0,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,98,ESTATÍSTICA,1,Educação Presencial,1,CIÊNCIAS EXATAS E DA TERRA
Mestrado,DESIGN,salvador,28001010179P2,A,EM PROJETO,UFBA,ACADÊMICO,210509,1,0,29,"ARQUITETURA, URBANISMO E DESIGN",66,DESENHO INDUSTRIAL,1,Educação Presencial,6,CIÊNCIAS SOCIAIS APLICADAS
Mestrado Profissional,ENFERMAGEM,ilhéus,28007018077P0,3,EM FUNCIONAMENTO,UESC,PROFISSIONAL,208049,2,0,20,ENFERMAGEM,54,ENFERMAGEM,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado,ESTUDOS DE LINGUAGENS: CONTEXTOS LUSÓFONOS BRASIL-ÁFRICA,São Francisco do Conde,22011030001P5,A,EM FUNCIONAMENTO,UNILAB-MALÊS,ACADÊMICO,209728,1,0,41,LINGUíSTICA E LITERATURA,90,LETRAS,1,Educação Presencial,8,"LINGÜÍSTICA, LETRAS E ARTES"
